,index,table_title
10085,10085,Serious adverse events 1–14 days after any dose of pentavalent rotavirus vaccine or placebo
10086,10086,Demographic and clinical characteristics at baseline (modified intention-to-treat population)
10087,10087,Dose conversion for inhaled insulin to rapid-acting insulin analogue
10088,10088,Severe hypoglycaemia event rates by time of the day (safety population)
10089,10089,Patient and tumour characteristics
10090,10090,Treatment characteristics
10091,10091,"Recurrence and survival (all patients), after a median follow-up of 45 months"
10092,10092,Recurrence and survival for patients at true high-intermediate risk after pathology review (n=366)
10093,10093,Design and eligibility criteria of primary prevention trials
10094,10094,Comparison of proportional and absolute effects of aspirin in primary and secondary prevention trials
10095,10095,Rate ratios (95% CI) associated with risk factors for selected outcomes in people with no known vascular disease in primary prevention trials
10096,10096,Inclusion and exclusion of the study participants who underwent randomisation
10097,10097,Baseline characteristics and surgical characteristics of patients in the safety population
10098,10098,Incidence of events for efficacy analysis
10099,10099,Safety outcomes
10100,10100,"Admission risk markers for GBS
5"
10101,10101,Patients' demographics and outcomes in phase one
10102,10102,"Endoscopic findings in phase one, by GBS"
10103,10103,Comparison of GBS and admission and full Rockall scores for prediction of intervention or death across the four study sites
10104,10104,Comparison of data before and after introduction of GBS low-risk criteria into clinical practice
10105,10105,Demographic characteristics of according-to-protocol cohort (pooled countries)
10106,10106,"Vaccine efficacy against any and severe rotavirus gastroenteritis, admission, and medical attention (according-to-protocol cohort)"
10107,10107,Vaccine efficacy against any and severe rotavirus gastroenteritis according to detected rotavirus G types (according-to-protocol cohort)
10108,10108,Vaccine efficacy against all-cause severe gastroenteritis and admission (according-to-protocol cohort for efficacy)
10109,10109,Demographic characteristics by analysis cohort and treatment group
10110,10110,Baseline characteristics
10111,10111,Incidence of venous thromboembolic events up to day 14 in the efficacy group
10112,10112,Occurrence of venous thromboembolism (VTE) and deep vein thrombosis (DVT) according to National Institutes of Health Stroke Scale (NIHSS)
10113,10113,Occurrence of haemorrhage according to National Institutes of Health Stroke Scale (NIHSS)
10114,10114,Safety outcomes
10115,10115,Baseline characteristics and medication
10116,10116,"Plasma concentration of lipids at baseline and study close, with treatment group differences during follow-up"
10117,10117,"Effect of treatment on primary and secondary outcomes
15"
10118,10118,Patients on concominant medication between baseline and study close
10119,10119,Clinical and laboratory evidence of safety of fenofibrate
10120,10120,Base-line characteristics of infants and their mothers
10121,10121,Efficacy of treatment
10122,10122,Secondary outcomes
10123,10123,Morbidity and survival
10124,10124,Study compliance characteristics for women included in the intention-to-treat cohort
10125,10125,Vaccine efficacy for incident HPV-16/18 infections
10126,10126,Vaccine efficacy for persistent HPV16/18 infections
10127,10127,Vaccine efficacy in preventing cytological abnormalities associated with HPV-16/18 infection (intention-to-treat cohort)
10128,10128,"Timeline of virological, cytological, and histological findings among the seven women with HPV-/-associated abnormal cytology that was histologically confirmed as CIN (intention-to-treat cohort)"
10129,10129,Adverse events after any vaccine dose in according-to-protocol cohort for safety
10130,10130,Anti-HPV antibody response to HPV-16 and HPV-18 virus-like particles (according-to-protocol cohort)
10131,10131,Baseline characteristics
10132,10132,EEG findings at follow-up in those who did and did not have hypsarrythmia at baseline
10133,10133,Response classified by underlying cause
10134,10134,Adverse events reported during first 14 days of study
10135,10135,Baseline general characteristics and outcome values by treatment allocation of 34 children with osteogenesis imperfecta
10136,10136,"Mean differences between the olpadronate and placebo groups in annual change in skeletal, functional, and radiographic characteristics, and bone markers"
10137,10137,Numbers of fractures in the olpadronate and placebo groups
10138,10138,Clinical features of patients with MADH4 mutations
10139,10139,Macronutrient composition per L and fatty acid composition of standard and supplemented study formula as percentage of total fat
10140,10140,Features of previously reported juvenile polyposis patients with associated hereditary haemorrhagic telangiectasia phenotypes
10141,10141,Characteristics of 379 eligible patients (intention to treat)
10142,10142,Cox proportional-hazards models
10143,10143,Adverse events in 553 patients (safety population)
10144,10144,Baseline characteristics
10145,10145,Secondary endpoints
10146,10146,Baseline characteristics
10147,10147,Endpoints of PROSPER
10148,10148,"Incidence of primary end point, according to subgroup"
10149,10149,First new cancer diagnoses by site and year
10150,10150,Patients' baseline characteristics
10151,10151,Outcomes in the two study groups
10152,10152,Per protocol analysis
10153,10153,"Table Most relevant side-effects (grade 2 and 3) during first 8 weeks, dose reductions, and dose intensity"
10154,10154,Demographic characteristics of treated patients and clinical characteristics of influenza-infected patients
10155,10155,Duration and severity of illness in intention-to-treat population and influenza-infected patients
10156,10156,Effect of oseltamivir treatment on antibiotic use
10157,10157,Comparison of adjusted developmental and growth outcomes at 9 months and 18 months in formula roups with reference breastfeeding groups
10158,10158,Baseline characteristics of the 874 randomised patients
10159,10159,Concomitant drug treatments
10160,10160,"Figures, hazard ratios and p-values for the study cumulative endpoints and individual components"
10161,10161,Summary of adverse events
10162,10162,Event rate in patients taking β-blockers with or without diltiazem
10163,10163,"Effect of raw and cooked parent, parent+GNA, and GNA+GM potatoes on histological indices of rat gut"
10164,10164,Baseline characteristics of trial population and breastfed reference group
10165,10165,Withdrawals in the randomised trial because of adverse events
10166,10166,Developmental outcomes in the randomised trial at 9 months
10167,10167,Formula tolerance and intake in randomised trial
10168,10168,Growth of infants in the randomised trial during the intervention period and throughout follow-up
10169,10169,Exploratory analysis on infection-related events arising up to 9 months in the course of the randomised trial
10170,10170,GNA binding to the jejunum and ileum of rats given diets containing GNA-GM potatoes or parent potato diets spiked with GNA
10171,10171,"Table Incidence (per 100 000, 95% CI) of inflammatory bowel disease among individuals below 17 years of age in northern Stockholm, Sweden, 1990–98"
10172,10172,Baseline characteristics
10173,10173,Incidence of PCP
10174,10174,Risk of developing PCP
10175,10175,Characteristics of the affected individual Peutz family members
10176,10176,Distribution of characteristics of the affected individuals per generation
10177,10177,Demographic and baseline features
10178,10178,"Primary, secondary, and further endpoints"
10179,10179,"Subgroup analysis, stratified by onset-to-treatment interval (analyses of patients who actually received treatment)"
10180,10180,Cases of intracranial haemorrhage up to day 7 in patients who actually received treatment
